Geneid,ENCSR181WYS_1,ENCSR181WYS_2,ENCSR016WFQ_1,ENCSR016WFQ_2
ENSG00000213216,3,10,11,2
ENSG00000188394,0,0,0,16
ENSG00000225078,0,2,0,0
ENSG00000236901,1201,1345,1967,1163
ENSG00000165209,5262,5569,5309,3536
ENSG00000283941,30,45,48,54
ENSG00000148204,406,462,727,542
ENSG00000119522,2071,2421,3513,2230
ENSG00000207991,0,0,1,0
ENSG00000274932,0,0,0,0
ENSG00000237336,10,1,4,0
ENSG00000230826,0,2,6,0
ENSG00000229115,2,0,0,0
ENSG00000234881,1,2,6,0
ENSG00000106689,24,5,20,20
ENSG00000236668,2,0,0,8
ENSG00000231227,0,0,0,0
ENSG00000234921,2,1,25,5
ENSG00000119408,757,1009,755,384
ENSG00000235204,2,2,0,0
ENSG00000227200,2,2,2,0
ENSG00000136930,9218,8639,9559,7457
ENSG00000180264,12,4,104,19
ENSG00000136931,13,8,46,0
ENSG00000231149,3,0,0,0
ENSG00000148200,4830,5163,5041,3060
ENSG00000231744,2,5,18,12
ENSG00000241246,0,0,0,0
ENSG00000224020,1,13,1,20
ENSG00000207595,1,0,0,4
ENSG00000207737,0,0,0,0
ENSG00000236643,15,6,8,21
ENSG00000185585,19,22,114,74
ENSG00000136918,315,328,432,333
ENSG00000136942,30112,24396,36876,29541
ENSG00000136950,3762,3843,4509,3756
ENSG00000136935,1605,1791,1798,997
ENSG00000199313,0,3,5,0
ENSG00000173611,1417,1756,1346,831
ENSG00000177736,0,20,10,2
ENSG00000119414,4829,5166,5393,3365
ENSG00000232630,78,53,103,63
ENSG00000235332,0,14,3,5
ENSG00000136933,2067,2014,2215,1777
ENSG00000044574,23095,23794,23397,19283
ENSG00000239705,3,6,6,6
ENSG00000165219,10159,11974,11338,6467
ENSG00000214593,1,2,6,18
ENSG00000200554,0,4,0,0
ENSG00000227845,0,0,8,0
ENSG00000274510,0,0,0,0
ENSG00000119487,5308,4916,5586,3757
ENSG00000243845,0,0,0,0
ENSG00000227068,6,1,2,0
ENSG00000214761,1,5,14,6
ENSG00000229582,17,0,5,41
ENSG00000167081,51,97,57,70
ENSG00000232413,0,0,0,0
ENSG00000228392,7,1,0,0
ENSG00000196814,12,9,17,13
ENSG00000253079,6,0,0,6
ENSG00000252985,0,0,0,0
ENSG00000233721,10,0,0,0
ENSG00000279137,2,8,6,10
ENSG00000226078,0,1,0,0
ENSG00000224842,4,2,0,0
ENSG00000136944,18,1,8,42
ENSG00000238010,0,0,0,0
ENSG00000169155,1287,1646,1553,1020
ENSG00000177125,2328,2725,3017,1280
ENSG00000136828,239,248,121,163
ENSG00000136859,0,8,12,0
ENSG00000228487,7,13,5,0
ENSG00000136895,110,102,150,110
ENSG00000229369,2,0,0,0
ENSG00000271833,10,8,28,18
ENSG00000136856,660,831,1033,743
ENSG00000196152,392,356,601,267
ENSG00000197958,27292,23241,32791,27116
ENSG00000201302,25,21,23,45
ENSG00000148356,1304,1517,1750,1421
ENSG00000200788,1,4,9,6
ENSG00000136830,3999,4565,6375,3940
ENSG00000136854,4866,5559,5504,3191
ENSG00000279571,248,282,253,241
ENSG00000187024,898,850,1082,778
ENSG00000283874,180,204,173,176
ENSG00000160401,840,799,1052,665
ENSG00000167094,55,59,88,55
ENSG00000160404,2218,2432,2869,1950
ENSG00000095370,145,138,459,176
ENSG00000136807,4767,5093,7426,4435
ENSG00000283863,53,75,101,51
ENSG00000284547,64,74,130,35
ENSG00000136877,5882,5627,8172,5647
ENSG00000106991,373,380,747,439
ENSG00000225032,258,243,453,284
ENSG00000222421,1,0,1,0
ENSG00000222455,5,0,0,0
ENSG00000106992,2920,2576,3953,2560
ENSG00000257524,4212,4019,5579,3697
ENSG00000263979,0,3,2,0
ENSG00000160408,1608,1755,2155,1462
ENSG00000136840,1941,1972,2807,1932
ENSG00000167103,108,142,252,161
ENSG00000227218,37,45,105,71
ENSG00000136908,4423,4174,4935,4105
ENSG00000167106,1530,1862,2031,1226
ENSG00000230848,0,0,6,9
ENSG00000171169,1708,1931,2302,1421
ENSG00000148339,2489,2518,3288,2188
ENSG00000230536,18,10,9,10
ENSG00000234771,1079,1430,1363,1427
ENSG00000148334,5537,5912,6635,5446
ENSG00000232850,70,38,42,57
ENSG00000148346,15,1,42,40
ENSG00000171159,4901,5000,6874,5018
ENSG00000148337,28777,28468,32906,22787
ENSG00000106976,3413,4091,5009,2656
ENSG00000207581,0,0,0,0
ENSG00000264823,0,0,2,0
ENSG00000167110,17877,17920,16366,12096
ENSG00000175854,2483,2233,2559,2274
ENSG00000167112,6214,6345,6825,6166
ENSG00000272696,127,93,74,69
ENSG00000167113,4858,5522,5642,5214
ENSG00000167114,3216,3527,3427,3233
ENSG00000223551,36,37,38,52
ENSG00000167118,3453,3497,3985,3512
ENSG00000272593,84,133,110,117
ENSG00000207955,6,21,28,16
ENSG00000284185,0,7,2,0
ENSG00000283335,0,7,2,0
ENSG00000167123,3082,3272,4598,2848
ENSG00000273186,8,18,34,56
ENSG00000228510,20,5,53,16
ENSG00000136811,6472,6906,7984,5538
ENSG00000225951,748,844,882,450
ENSG00000119392,4475,4522,4950,2824
ENSG00000228395,290,305,320,167
ENSG00000238406,1,0,0,0
ENSG00000197694,6184,6987,4774,3101
ENSG00000280474,2,0,14,3
ENSG00000280758,138,160,108,105
ENSG00000119333,7584,7288,11490,8559
ENSG00000227759,3,2,1,6
ENSG00000234705,3,0,7,0
ENSG00000119335,49701,50512,59119,37151
ENSG00000160447,5257,5870,8776,5393
ENSG00000264438,0,0,0,0
ENSG00000160446,1953,1801,2283,2027
ENSG00000223478,127,167,213,155
ENSG00000160445,3672,4191,3871,2512
ENSG00000203286,12,21,8,30
ENSG00000107021,3777,3970,4321,3215
ENSG00000167136,4307,4664,5754,4465
ENSG00000198917,6058,6214,7493,5889
ENSG00000171097,822,851,1349,810
ENSG00000136802,3733,3931,3927,3156
ENSG00000175287,32,32,80,51
ENSG00000251184,783,843,928,314
ENSG00000175283,1351,1489,1647,990
ENSG00000095319,13665,16153,16422,8485
ENSG00000267834,2,15,21,5
ENSG00000148341,7711,8237,11148,7595
ENSG00000148343,3751,4438,6219,4783
ENSG00000167130,2665,2565,3356,2530
ENSG00000095321,1822,1845,2673,1373
ENSG00000234055,65,77,84,84
ENSG00000119383,8138,7725,10518,6681
ENSG00000268707,4,1,4,2
ENSG00000188483,912,1178,2115,1348
ENSG00000268050,135,239,450,316
ENSG00000204055,268,290,475,377
ENSG00000235007,0,0,6,0
ENSG00000241084,0,1,0,0
ENSG00000224307,2,10,13,6
ENSG00000179082,14,2,20,16
ENSG00000268615,2,0,1,1
ENSG00000233901,1,2,10,6
ENSG00000242281,1,0,0,0
ENSG00000236146,2,0,0,0
ENSG00000230676,7,0,23,40
ENSG00000226355,6,0,6,0
ENSG00000261334,1,3,9,11
ENSG00000204054,2676,2908,4089,2475
ENSG00000227619,0,2,17,1
ENSG00000148335,2645,2729,2986,2730
ENSG00000179058,3,3,10,1
ENSG00000148331,3204,3386,3322,2893
ENSG00000234789,259,291,230,147
ENSG00000167157,0,10,16,2
ENSG00000236024,0,0,9,5
ENSG00000148344,32,6,94,33
ENSG00000233909,2,3,8,6
ENSG00000136816,2592,2633,2998,2121
ENSG00000136827,3964,4183,4834,3723
ENSG00000136819,8019,7919,8410,7989
ENSG00000136878,11433,12103,16840,11255
ENSG00000276124,6,7,16,24
ENSG00000224988,6,15,13,14
ENSG00000187239,1417,1685,1910,908
ENSG00000230684,0,1,3,8
ENSG00000270755,8,19,0,0
ENSG00000148358,6227,7034,6711,4933
ENSG00000223188,3,0,0,8
ENSG00000196979,0,6,30,18
ENSG00000107130,1732,1936,2527,1415
ENSG00000148357,29,13,391,239
ENSG00000264169,0,1,0,0
ENSG00000130707,240,247,693,445
ENSG00000107164,6581,7103,7372,3723
ENSG00000277713,3,6,10,1
ENSG00000232172,0,1,11,0
ENSG00000130711,27,14,34,3
ENSG00000130713,3382,3427,4240,3398
ENSG00000097007,23802,28565,32738,18175
ENSG00000224797,0,0,0,0
ENSG00000188710,87,86,151,61
ENSG00000130720,83,21,223,79
ENSG00000236658,6,2,13,0
ENSG00000050555,92,51,849,364
ENSG00000252582,2,0,2,0
ENSG00000126878,240,199,599,381
ENSG00000126883,37844,46332,41211,22961
ENSG00000252622,2,0,5,0
ENSG00000236986,3573,4554,4153,1626
ENSG00000246851,1028,1233,1048,621
ENSG00000226987,2,19,53,25
ENSG00000126882,7991,9045,13190,7095
ENSG00000160539,66,69,286,82
ENSG00000285287,11,4,13,0
ENSG00000130723,17154,20390,21407,13245
ENSG00000235284,3,4,2,0
ENSG00000231587,18,16,13,9
ENSG00000176868,2873,3730,3588,3505
ENSG00000130714,2365,2672,2674,2003
ENSG00000230289,202,194,150,129
ENSG00000130717,1895,2098,2503,2032
ENSG00000283526,0,13,26,22
ENSG00000107263,6309,7224,8118,5214
ENSG00000240853,0,0,12,0
ENSG00000231018,0,0,0,15
ENSG00000212395,0,0,0,9
ENSG00000236687,0,0,4,0
ENSG00000160563,1912,1711,1896,1320
ENSG00000196358,6,0,22,44
ENSG00000107290,5713,7096,6216,3794
ENSG00000125482,1389,1370,1140,1224
ENSG00000188523,4,9,16,1
ENSG00000252521,3,0,0,0
ENSG00000125492,3,2,42,4
ENSG00000125485,1349,1631,1454,1117
ENSG00000125484,4140,4884,4922,2778
ENSG00000165695,47,15,44,38
ENSG00000224992,0,0,2,0
ENSG00000165698,154,128,136,115
ENSG00000165699,2829,3399,3321,2309
ENSG00000165702,4146,4096,6262,3756
ENSG00000263816,0,0,0,0
ENSG00000234907,0,0,0,0
ENSG00000238558,0,0,0,1
ENSG00000196205,2716,4260,6380,3258
ENSG00000148308,5930,5811,7544,5686
ENSG00000273932,0,3,5,5
ENSG00000170835,116,140,140,168
ENSG00000170827,5,8,31,15
ENSG00000160271,3932,4786,5367,3753
ENSG00000285245,4001,4791,5441,3245
ENSG00000148288,2148,2055,2621,1472
ENSG00000171102,0,2,14,0
ENSG00000119440,13,6,17,12
ENSG00000175164,3215,4217,4105,3696
ENSG00000201843,0,0,0,0
ENSG00000204031,4,0,21,12
ENSG00000148296,5446,5633,6036,6290
ENSG00000201451,2,1,2,0
ENSG00000148297,3650,4226,5258,3472
ENSG00000230064,22,18,17,6
ENSG00000148303,60747,59409,78291,54210
ENSG00000206611,22,31,25,16
ENSG00000200831,45,35,48,63
ENSG00000199744,142,136,192,168
ENSG00000252542,41,61,59,47
ENSG00000148290,1483,1488,1754,1419
ENSG00000148291,1148,1080,1104,1252
ENSG00000148248,17448,17797,19088,14740
ENSG00000198870,96,88,74,68
ENSG00000148300,3751,3549,3690,2992
ENSG00000160323,221,219,241,145
ENSG00000160325,557,544,704,426
ENSG00000160326,12,13,67,18
ENSG00000187616,0,0,16,14
ENSG00000197859,9,4,5,2
ENSG00000196990,4,0,2,0
ENSG00000261018,0,0,0,0
ENSG00000123454,7,6,57,9
ENSG00000225756,0,11,33,36
ENSG00000123453,19,25,84,25
ENSG00000160293,205,243,204,141
ENSG00000235106,2021,1863,1853,1351
ENSG00000169925,4501,4806,5576,3858
ENSG00000235138,12,15,23,46
ENSG00000271525,0,3,2,0
ENSG00000273249,13,19,11,4
ENSG00000196363,5557,5957,6549,5253
ENSG00000221676,0,0,0,0
ENSG00000273473,2,0,4,0
ENSG00000223729,2,0,0,0
ENSG00000279929,6,11,2,4
ENSG00000186350,4353,4804,6211,3322
ENSG00000263897,2,0,1,0
ENSG00000223795,0,0,0,11
ENSG00000228877,1,0,3,0
ENSG00000227150,0,0,0,0
ENSG00000130635,115,96,61,53
ENSG00000204011,0,0,1,0
ENSG00000264744,0,0,0,0
ENSG00000265872,0,0,0,0
ENSG00000265848,0,0,0,0
ENSG00000264163,1,0,0,0
ENSG00000264136,2,0,0,0
ENSG00000266827,0,0,0,0
ENSG00000266514,0,0,0,0
ENSG00000232355,0,0,18,0
ENSG00000160339,3,0,3,0
ENSG00000085265,12,2,35,2
ENSG00000236403,0,0,0,0
ENSG00000279935,0,0,4,0
ENSG00000130558,6,3,18,2
ENSG00000227958,5,0,7,0
ENSG00000233936,0,0,0,0
ENSG00000178243,2,0,0,0
ENSG00000235572,6,1,8,0
ENSG00000224682,9,9,19,1
ENSG00000225361,193,275,458,333
ENSG00000196422,3194,3608,5576,3542
ENSG00000160345,103,99,138,137
ENSG00000122140,4513,4672,5551,4611
ENSG00000226706,1456,1551,1756,1495
ENSG00000160349,4,0,16,0
ENSG00000122136,3,0,3,18
ENSG00000122133,23,55,28,71
ENSG00000237339,8,0,23,0
ENSG00000224045,0,0,7,22
ENSG00000236543,0,0,17,3
ENSG00000204007,5,4,21,11
ENSG00000148386,12,0,23,3
ENSG00000165643,18,14,8,0
ENSG00000107147,75,20,139,50
ENSG00000130559,3707,4204,4548,2467
ENSG00000238058,74,77,73,97
ENSG00000130560,19097,20311,24129,17736
ENSG00000148411,3568,4027,5291,2601
ENSG00000260193,23,47,47,26
ENSG00000238227,4052,4472,6303,4172
ENSG00000275329,12,12,20,4
ENSG00000107187,2,2,0,0
ENSG00000165661,3086,3636,3870,3192
ENSG00000260220,16,2,23,18
ENSG00000279813,0,0,0,0
ENSG00000283769,0,0,18,0
ENSG00000262075,6,0,64,30
ENSG00000160360,2612,2927,3742,2249
ENSG00000213221,760,752,765,1153
ENSG00000187796,2906,3354,3962,4422
ENSG00000165684,2528,3153,2853,3145
ENSG00000165689,4298,4416,5025,4082
ENSG00000165688,6447,6683,7966,6209
ENSG00000148384,2824,3361,3641,2862
ENSG00000148396,12238,14603,13289,7983
ENSG00000196366,77,105,167,96
ENSG00000148400,5369,6596,7789,5165
ENSG00000263403,0,0,0,1
ENSG00000227512,11,12,11,10
ENSG00000265181,0,1,2,0
ENSG00000237886,33,24,31,5
ENSG00000279141,38,47,106,70
ENSG00000228401,4,0,9,0
ENSG00000172889,4263,4230,5954,4470
ENSG00000199161,5,5,19,10
ENSG00000169692,4669,4719,5213,4508
ENSG00000165716,2307,2516,3285,2244
ENSG00000233016,3617,3462,4168,4168
ENSG00000280496,65,45,37,78
ENSG00000276161,63,45,37,75
ENSG00000274998,86,91,107,147
ENSG00000281808,86,91,105,147
ENSG00000274356,34,39,90,72
ENSG00000187922,21,20,41,25
ENSG00000204003,37,46,79,26
ENSG00000267206,32,29,61,27
ENSG00000278756,0,0,0,2
ENSG00000204001,1,3,21,2
ENSG00000177984,10,10,27,15
ENSG00000224662,0,0,0,0
ENSG00000244187,1795,1746,2659,1885
ENSG00000272896,1031,1065,1602,1134
ENSG00000213213,422,622,742,404
ENSG00000273066,2573,3102,3696,2296
ENSG00000272679,2678,2666,4125,2669
ENSG00000228544,435,638,597,389
ENSG00000196642,18312,19938,27883,22206
ENSG00000213212,60,87,54,144
ENSG00000265806,110,163,200,90
ENSG00000232434,1132,1350,1273,1517
ENSG00000054148,3736,3388,4663,3781
ENSG00000177943,1795,2334,3009,2627
ENSG00000107223,6321,5863,7517,6626
ENSG00000127191,2980,3268,3876,3264
ENSG00000266507,5,7,13,32
ENSG00000213590,11,9,4,63
ENSG00000260190,26,46,43,54
ENSG00000159069,8742,9942,11984,10716
ENSG00000176919,106,103,145,124
ENSG00000184925,17,12,23,2
ENSG00000198454,0,1,11,3
ENSG00000107317,201,181,301,90
ENSG00000284341,164,151,267,84
ENSG00000214402,4,10,22,30
ENSG00000148362,4096,3956,4457,4466
ENSG00000169583,67,51,63,22
ENSG00000107331,3526,4460,6677,3552
ENSG00000180539,12,17,28,27
ENSG00000180549,2,4,50,6
ENSG00000279073,40,31,70,63
ENSG00000107281,125,136,229,204
ENSG00000054179,16,10,26,2
ENSG00000236394,0,0,0,0
ENSG00000229257,192,282,274,222
ENSG00000186193,5954,6979,8522,5935
ENSG00000231864,1737,2029,2451,1852
ENSG00000197355,1315,1478,2032,1173
ENSG00000268996,66,107,166,82
ENSG00000177239,4132,4694,5086,4506
ENSG00000199411,0,0,1,0
ENSG00000176978,8850,9868,12791,10978
ENSG00000176884,45,22,66,34
ENSG00000184709,8,0,0,0
ENSG00000261793,7,0,0,0
ENSG00000263697,0,0,0,0
ENSG00000185863,0,0,3,2
ENSG00000176248,4093,4888,5124,4146
ENSG00000176101,4560,4472,5315,4272
ENSG00000176058,2877,3020,4182,3326
ENSG00000187713,3382,3461,4395,2737
ENSG00000188566,3414,3835,4491,3642
ENSG00000284976,3456,3918,5386,4390
ENSG00000212864,376,279,533,333
ENSG00000197191,84,78,135,110
ENSG00000233198,67,95,120,42
ENSG00000198569,105,127,154,101
ENSG00000188229,24871,25105,33976,20849
ENSG00000188163,1023,962,1345,1203
ENSG00000275549,195,264,343,289
ENSG00000197768,173,241,404,281
ENSG00000188986,7030,6947,8796,6648
ENSG00000198113,7466,8662,11677,9334
ENSG00000270259,4,2,0,0
ENSG00000260996,13,8,12,2
ENSG00000198435,1307,1361,1731,1030
ENSG00000187609,877,1092,1505,1043
ENSG00000188747,516,572,1029,525
ENSG00000188833,48,72,111,70
ENSG00000165802,6432,7375,8878,6434
ENSG00000284317,0,6,4,16
ENSG00000130653,325,390,533,273
ENSG00000182154,4929,4804,5966,4984
ENSG00000148399,2420,2651,2948,2895
ENSG00000165724,3362,3560,3958,3546
ENSG00000197070,2526,2868,3383,2817
ENSG00000283411,639,625,763,540
ENSG00000203993,2134,2189,3033,2053
ENSG00000181090,6195,7059,8019,5296
ENSG00000274841,1,4,8,6
ENSG00000233998,1,0,11,6
ENSG00000255585,376,481,438,298
ENSG00000207693,0,0,1,0
ENSG00000203987,2,2,48,16
ENSG00000148408,28,13,143,58
ENSG00000276388,0,0,0,0
ENSG00000229926,6,0,14,0
ENSG00000159247,46,12,30,13
ENSG00000278130,12,0,14,2
ENSG00000237419,0,0,0,0
ENSG00000233013,6,31,36,11
ENSG00000223256,0,0,0,0
ENSG00000250210,0,0,0,0
ENSG00000253826,0,0,0,0
ENSG00000224777,0,0,0,0
ENSG00000254468,30,26,31,37
ENSG00000270921,36,40,66,57
ENSG00000230724,332,561,484,459
ENSG00000255229,0,0,5,0
ENSG00000222225,0,0,0,0
ENSG00000177951,7010,7008,6959,4545
ENSG00000188076,0,1,0,0
ENSG00000177947,17,2,6,0
ENSG00000254559,1914,2002,1762,1277
ENSG00000177963,9621,9820,11225,7508
ENSG00000283920,11,12,34,8
ENSG00000142082,1708,1688,2162,1676
ENSG00000185627,8346,8220,9910,7705
ENSG00000277290,35,26,61,21
ENSG00000174885,579,701,1100,341
ENSG00000255026,1106,1267,1570,1024
ENSG00000142102,10932,13378,15213,11794
ENSG00000206013,4,11,13,0
ENSG00000255533,2,0,7,0
ENSG00000185201,18287,17931,31435,17527
ENSG00000254910,89,101,90,49
ENSG00000185885,32356,30361,58559,30803
ENSG00000251661,158,196,265,158
ENSG00000142089,1302,1323,2462,1570
ENSG00000255089,4,1,4,3
ENSG00000270105,6,4,6,4
ENSG00000270030,104,113,124,47
ENSG00000255328,58,46,119,77
ENSG00000270972,3,16,57,1
ENSG00000182272,2722,3363,4539,3923
ENSG00000184363,5092,5837,7951,5549
ENSG00000185187,2005,1988,2767,1678
ENSG00000185101,1589,2152,3233,2015
ENSG00000243562,8,7,4,10
ENSG00000174915,4393,4401,5425,4374
ENSG00000255237,39,39,45,38
ENSG00000023191,11430,11925,13724,10894
ENSG00000254739,120,131,166,89
ENSG00000174775,2688,2690,2999,2769
ENSG00000161328,1025,1262,1724,1153
ENSG00000185522,1021,1230,1651,1073
ENSG00000254815,604,677,833,428
ENSG00000099849,2048,2087,2716,2378
ENSG00000247095,168,165,294,124
ENSG00000199038,0,3,1,9
ENSG00000070047,5889,6950,7876,5379
ENSG00000185507,1286,1511,1786,1158
ENSG00000099834,187,106,244,194
ENSG00000070031,14,5,27,20
ENSG00000069696,96,131,137,212
ENSG00000177030,4324,4276,6150,4026
ENSG00000255158,16,16,17,31
ENSG00000177106,590,621,1166,506
ENSG00000177042,965,1111,1152,914
ENSG00000269915,34,32,87,22
ENSG00000177156,23516,23011,33099,21049
ENSG00000177225,5965,7099,8121,6965
ENSG00000255284,242,251,327,213
ENSG00000279672,307,367,454,271
ENSG00000255142,27,42,62,37
ENSG00000184524,26,35,89,32
ENSG00000177542,3321,3720,3840,3359
ENSG00000274897,166,220,196,189
ENSG00000177595,3506,4334,4949,4607
ENSG00000177600,29036,23606,33792,28612
ENSG00000199785,116,129,135,180
ENSG00000177666,9327,9679,11889,7389
ENSG00000255108,3235,3267,3992,2879
ENSG00000177685,2289,2842,4323,4204
ENSG00000177697,8119,7669,9553,8528
ENSG00000177700,5800,5201,6491,5408
ENSG00000214063,1171,1446,1941,1497
ENSG00000250397,130,151,148,168
ENSG00000177830,4561,4607,5883,4378
ENSG00000183020,5508,6048,6283,3978
ENSG00000222561,0,0,1,0
ENSG00000184956,23,14,103,25
ENSG00000254872,0,0,68,10
ENSG00000198788,34,2,18,2
ENSG00000215182,10,2,27,26
ENSG00000117983,21,35,50,25
ENSG00000255177,0,0,0,0
ENSG00000275669,0,0,0,0
ENSG00000078902,3312,3340,3782,2265
ENSG00000255153,19,22,14,2
ENSG00000174672,68,92,116,42
ENSG00000182208,1303,1158,1544,1350
ENSG00000184545,558,622,328,331
ENSG00000233930,11,3,18,3
ENSG00000205869,3,6,28,12
ENSG00000205867,0,0,12,2
ENSG00000196224,0,0,20,20
ENSG00000241598,29,7,40,20
ENSG00000185940,0,0,4,0
ENSG00000231487,0,0,0,0
ENSG00000205866,0,0,24,0
ENSG00000205865,0,0,9,0
ENSG00000227306,4,0,0,0
ENSG00000205864,1,0,16,0
ENSG00000244242,147,123,110,86
ENSG00000250644,10660,11022,13272,9327
ENSG00000117984,13514,13933,17009,12609
ENSG00000235027,1939,1876,2289,1397
ENSG00000229512,28,56,87,39
ENSG00000230834,6,0,0,0
ENSG00000230980,0,1,7,8
ENSG00000230080,1,1,6,2
ENSG00000149043,4,0,2,0
ENSG00000130598,0,0,4,2
ENSG00000130592,3,4,2,20
ENSG00000264493,0,0,0,0
ENSG00000249086,0,0,0,12
ENSG00000284594,0,2,0,0
ENSG00000283787,6,0,0,0
ENSG00000229671,2,7,5,4
ENSG00000130595,3,2,46,27
ENSG00000214026,498,443,548,512
ENSG00000226416,10,6,15,20
ENSG00000232987,0,0,1,0
ENSG00000130600,260,278,598,308
ENSG00000275266,43,66,147,98
ENSG00000284010,1,1,1,3
ENSG00000274866,0,0,0,0
ENSG00000284779,37,29,70,21
ENSG00000167244,34,30,70,21
ENSG00000240801,5,2,10,0
ENSG00000129965,16,1,26,3
ENSG00000207805,0,0,3,0
ENSG00000099869,6,0,0,0
ENSG00000254647,4,0,0,0
ENSG00000180176,12,2,9,8
ENSG00000265258,0,0,0,0
ENSG00000183734,105,82,119,120
ENSG00000110665,670,571,957,806
ENSG00000064201,576,805,1597,1234
ENSG00000207308,3,0,1,0
ENSG00000238184,404,483,647,512
ENSG00000236264,13,19,28,22
ENSG00000199550,5,7,2,18
ENSG00000110651,9549,9858,11092,9208
ENSG00000184281,2672,2395,3027,2523
ENSG00000070985,9,0,34,26
ENSG00000230483,0,0,0,0
ENSG00000053918,8,2,9,6
ENSG00000269821,925,856,1021,900
ENSG00000275666,7,6,2,5
ENSG00000276105,1,4,4,0
ENSG00000276494,4,1,3,0
ENSG00000276015,7,0,1,0
ENSG00000236041,0,0,0,0
ENSG00000229414,3,0,0,0
ENSG00000237941,2,6,0,0
ENSG00000274740,0,0,0,0
ENSG00000129757,808,868,1679,1243
ENSG00000254827,83,82,123,73
ENSG00000110628,811,837,1364,742
ENSG00000181649,451,433,376,366
ENSG00000205531,10084,10641,12192,7964
ENSG00000207008,0,1,0,0
ENSG00000183562,14,45,30,14
ENSG00000110619,6939,7669,8436,5451
ENSG00000247473,1255,1380,1481,678
ENSG00000201616,1,0,0,2
ENSG00000236710,4,2,3,6
ENSG00000021762,1428,1372,2078,1276
ENSG00000234791,0,0,1,8
ENSG00000182170,0,2,12,14
ENSG00000236301,12,12,23,11
ENSG00000224513,0,0,4,0
ENSG00000184350,4,0,20,2
ENSG00000236987,0,0,0,0
ENSG00000276951,0,0,0,0
ENSG00000232390,0,0,0,0
ENSG00000273813,0,0,0,0
ENSG00000254592,0,0,0,0
ENSG00000005801,2065,2567,2200,2097
ENSG00000223756,2916,3302,3652,3596
ENSG00000189398,216,330,293,347
ENSG00000166492,390,454,449,317
ENSG00000284605,55,50,54,28
ENSG00000254757,10,15,6,21
ENSG00000255367,103,113,107,65
ENSG00000255522,6,0,6,20
ENSG00000237226,2,0,0,0
ENSG00000223688,0,0,0,0
ENSG00000284639,27,21,20,31
ENSG00000230851,0,0,0,12
ENSG00000238161,4,2,5,12
ENSG00000182048,20,2,62,8
ENSG00000167311,60,42,91,31
ENSG00000129744,2,6,15,0
ENSG00000201279,0,0,0,0
ENSG00000200201,0,0,0,0
ENSG00000129749,97,102,134,153
ENSG00000110713,13057,14703,14219,7863
ENSG00000251934,0,1,1,0
ENSG00000238304,0,0,0,0
ENSG00000148985,1915,1923,2389,1852
ENSG00000177105,4696,4842,6723,4634
ENSG00000228661,86,45,104,29
ENSG00000167323,6393,6731,8748,4809
ENSG00000229368,110,51,111,57
ENSG00000284525,272,316,331,166
ENSG00000230593,7,14,19,19
ENSG00000206976,1,0,0,4
ENSG00000255232,0,0,0,0
ENSG00000255141,4,8,8,3
ENSG00000224555,1,0,2,0
ENSG00000240385,0,0,4,0
ENSG00000167325,9427,10208,12543,6102
ENSG00000255276,623,625,754,454
ENSG00000231548,18,1,12,18
ENSG00000254480,8,11,28,4
ENSG00000255387,16,2,0,11
ENSG00000284018,5,0,0,0
ENSG00000284306,0,0,0,0
ENSG00000236175,1,0,0,0
ENSG00000283873,0,0,0,6
ENSG00000284546,1,0,0,0
ENSG00000284438,0,0,0,0
ENSG00000221996,4,0,0,0
ENSG00000175800,5,11,12,20
ENSG00000132109,1053,919,1142,596
ENSG00000237272,2,0,0,0
ENSG00000171999,0,2,4,4
ENSG00000181963,12,0,6,0
ENSG00000225101,0,2,6,0
ENSG00000196778,10,4,6,0
ENSG00000226616,4,0,2,0
ENSG00000197790,0,0,0,0
ENSG00000171987,7,12,12,2
ENSG00000226288,17,3,0,18
ENSG00000232268,6,0,2,20
ENSG00000167333,1542,1516,1230,772
ENSG00000197428,8,0,10,18
ENSG00000180785,8,12,0,2
ENSG00000180723,2,0,0,0
ENSG00000167332,12,4,6,14
ENSG00000197674,6,0,0,0
ENSG00000167346,2,1,3,6
ENSG00000272634,7,0,0,0
ENSG00000272664,2,0,0,5
ENSG00000271602,2,3,26,2
ENSG00000272559,0,0,0,0
ENSG00000273051,8,0,0,4
ENSG00000201980,2,5,1,0
ENSG00000280021,8,0,2,0
ENSG00000176951,6,26,0,0
ENSG00000231070,2,0,0,0
ENSG00000279270,11,12,8,0
ENSG00000176925,0,4,5,0
ENSG00000197984,2,0,0,0
ENSG00000176922,2,0,1,0
ENSG00000176904,0,0,0,0
ENSG00000198217,8,0,0,0
ENSG00000176900,2,0,0,0
ENSG00000197023,0,4,0,0
ENSG00000176895,2,0,1,10
ENSG00000176893,30,0,2,0
ENSG00000278870,0,2,4,0
ENSG00000227023,9,4,1,12
ENSG00000205497,4,1,8,0
ENSG00000205496,0,0,0,0
ENSG00000225003,0,0,1,0
ENSG00000176798,8,16,8,27
ENSG00000224300,0,7,2,0
ENSG00000230261,12,10,10,10
ENSG00000205495,4,14,0,0
ENSG00000176787,6,4,0,0
ENSG00000273085,0,0,0,0
ENSG00000237354,0,4,0,0
ENSG00000226157,14,0,0,0
ENSG00000203560,0,0,0,0
ENSG00000236897,0,0,0,0
ENSG00000205494,0,0,8,0
ENSG00000171944,22,32,7,8
ENSG00000182070,14,0,12,22
